"","degree","degree_spouse","count","weighted","percent","odds"
"1561","Medical Sciences","Medical Sciences",6628,636841,12.3475415277625,3.64582897462625
"1563","Medical Sciences","Music",246,21566,0.418137463806079,0.535474959125812
"1564","Medical Sciences","Nursing",2328,226226,4.38623601442057,1.27107367143161
"1565","Medical Sciences","Performing Arts",117,9460,0.183417435203816,0.452928326810052
"1566","Medical Sciences","Philosophy and Religious Studies",611,56357,1.09269095092827,0.794407297471391
"1567","Medical Sciences","Physical Education",526,49003,0.950106192102813,1.3147306834488
"1568","Medical Sciences","Physics and Astronomy",385,36085,0.69964251049997,0.960795283215149
"1569","Medical Sciences","Policy Studies",502,45749,0.887015247689154,0.822345348796369
"1570","Medical Sciences","Political Science",1137,104790,2.03174556395432,0.814582423112747
"1571","Medical Sciences","Psychology",1995,183996,3.56744972597901,0.823297473754617
"1572","Medical Sciences","Social Science",1177,105813,2.05158024008683,0.703789142703936
"1573","Medical Sciences","Transportation",184,17304,0.335502674288249,1.51456566565948
"1607","Music","Accounting",247,23597,1.97142243680412,0.52821520333304
"1608","Music","Agriculture",77,5788,0.483561175752097,0.437634231411929
"1609","Music","Architecture",100,9672,0.808051778139994,1.03582930091338
"1610","Music","Art History",34,3712,0.310120781684828,1.2517036798022
"1611","Music","Biology",567,51104,4.26950765819543,0.794848350224576
"1612","Music","Business",901,85266,7.12358797713862,0.624524392911108
"1613","Music","Chemistry",202,19047,1.59129055192643,1.05580079723486
"1614","Music","Communications",283,27138,2.26725694325508,0.842301130844901
"1615","Music","Computer Science",250,23508,1.96398689004497,0.670695663257442
"1618","Music","Criminal Justice",80,7164,0.598519741376646,0.496058312235498
"1619","Music","Economics",248,24109,2.01419771703651,0.857051305907975
"1620","Music","Education",1828,156084,13.0401110152195,0.936815791894419
"1621","Music","Engineering",1048,99487,8.31168809468709,0.858348631523975
"1622","Music","English",552,45912,3.83573958208885,1.11908179270026
"1623","Music","Environmental Science",121,8931,0.746144585459914,0.690028243917727
"1624","Music","Ethnic and Cultural Studies",84,8150,0.680895574011678,1.57907670994576
"1625","Music","Family Studies",84,6821,0.569863645439712,0.626281806809356
"1626","Music","Finance",130,12484,1.04298163754132,0.554807350083984
"1627","Music","Fine Arts",345,33321,2.78381857934271,1.23032979048135
"1628","Music","Foreign Languages",181,16036,1.33973514415353,1.40055311073679
"1629","Music","General Science",93,9307,0.777557681880575,0.771711363300667
"1630","Music","History",367,32130,2.68431592552089,1.10654600122051
"1632","Music","Journalism",78,6810,0.56894464527847,0.635683633302699
"1634","Music","Liberal Arts",163,15016,1.25451876556557,0.916119729833102
"1636","Music","Linguistics",45,3850,0.321650056434964,1.52826835330173
"1637","Music","Marketing",122,10819,0.903878431316852,0.437078497130276
"1638","Music","Math and Stats",259,22854,1.90934815318563,1.09100010242999
"1640","Music","Medical Sciences",246,22092,1.84568650565227,0.544971641532726
"1642","Music","Music",2198,204374,17.0745217230752,21.8659601186042
"1643","Music","Nursing",197,18951,1.58327018688286,0.458810882899945
"1644","Music","Performing Arts",170,16960,1.41693115769792,3.49894932015879
"1645","Music","Philosophy and Religious Studies",404,35571,2.97179588505146,2.1605526438822
"1646","Music","Physical Education",46,4685,0.39141052322021,0.541623025061867
"1647","Music","Physics and Astronomy",135,11549,0.964866623835689,1.32501853190999
"1648","Music","Policy Studies",107,10570,0.883075609485084,0.818692974252936
"1649","Music","Political Science",246,22636,1.89113524089918,0.758207635567303
"1650","Music","Psychology",476,43034,3.59529572172007,0.829723784271701
"1651","Music","Social Science",350,30774,2.57102826928041,0.881984417857367
"1653","Nursing","Accounting",2313,215591,4.12533268580511,1.10532580513533
"1654","Nursing","Agriculture",997,77489,1.48275161992083,1.34192534863116
"1655","Nursing","Architecture",480,45050,0.862031520311701,1.10502505657473
"1657","Nursing","Biology",4608,411154,7.86742969372336,1.46466847140404
"1658","Nursing","Business",7235,696416,13.3259166093095,1.16828234563565
"1659","Nursing","Chemistry",1391,122533,2.34466833026312,1.55565659810247
"1660","Nursing","Communications",915,86004,1.64568610150694,0.611383349490429
"1661","Nursing","Computer Science",1409,142331,2.72350295932264,0.93006809666695
"1662","Nursing","Construction",145,14148,0.270721907866148,1.73471778487726
"1664","Nursing","Criminal Justice",1104,108800,2.08188744528109,1.72548598063693
"1665","Nursing","Economics",1332,122143,2.33720568225155,0.994492822689703
"1666","Nursing","Education",4085,358852,6.86663119038612,0.493306295568961
"1667","Nursing","Engineering",8503,782505,14.9732291853831,1.54628656417249
"1668","Nursing","English",932,83160,1.59126617600713,0.464253783609674
"1669","Nursing","Environmental Science",802,69949,1.33847375836367,1.23780948592208
"1670","Nursing","Ethnic and Cultural Studies",117,9802,0.187561220024313,0.434976408438354
"1671","Nursing","Family Studies",101,7892,0.151013379762485,0.165964179857117
"1672","Nursing","Finance",1037,101779,1.94754064607779,1.03598150436912
"1673","Nursing","Fine Arts",611,55520,1.0623749169302,0.469524639052548
"1674","Nursing","Foreign Languages",214,19716,0.377265559477592,0.39439180856959
"1675","Nursing","General Science",768,71891,1.37563391846234,1.36529081963017
"1676","Nursing","History",1378,119783,2.29204709428405,0.944842351816803
"1679","Nursing","Journalism",282,26005,0.497605542413003,0.55597622719577
"1680","Nursing","Law",52,4428,0.0847297574237561,0.683449854207876
"1681","Nursing","Liberal Arts",605,55055,1.05347714430101,0.769307650681566
"1683","Nursing","Linguistics",32,2543,0.0486602920344652,0.231201486551643
"1684","Nursing","Marketing",887,82783,1.58405228292927,0.765982534305729
"1685","Nursing","Math and Stats",860,76168,1.45747429165598,0.832799617088686
"1687","Nursing","Medical Sciences",2328,222829,4.26383177890202,1.25897160475192
"1689","Nursing","Music",197,18272,0.349634626839854,0.44774882220315
"1690","Nursing","Nursing",3872,380941,7.28930409276492,2.11234470681949
"1691","Nursing","Performing Arts",77,7168,0.137159643453813,0.33869997139822
"1692","Nursing","Philosophy and Religious Studies",997,93214,1.78364941474661,1.29674700507971
"1693","Nursing","Physical Education",366,32385,0.619686809884449,0.857505455798728
"1694","Nursing","Physics and Astronomy",416,36757,0.703345007593723,0.965879800716736
"1695","Nursing","Policy Studies",381,38015,0.727416831179785,0.674382831451297
"1696","Nursing","Political Science",1341,121625,2.32729375489258,0.933075682598001
"1697","Nursing","Psychology",1686,152354,2.91529301322018,0.672792432172706
"1698","Nursing","Social Science",1216,111219,2.12817499794777,0.73006485673186
"1699","Nursing","Transportation",308,29101,0.556847486627987,2.51378634064143
"1700","Performing Arts","Accounting",107,10885,1.76142091729817,0.471948345747428
"1701","Performing Arts","Agriculture",38,3807,0.61605231347305,0.557541785445257
"1702","Performing Arts","Architecture",80,7546,1.22110080311732,1.56531078227241
"1703","Performing Arts","Art History",33,2437,0.394357627510854,1.5916986512287
"1704","Performing Arts","Biology",252,23025,3.72592711261281,0.693650633517306
"1705","Performing Arts","Business",464,44386,7.18258418329781,0.629696567534933
"1706","Performing Arts","Chemistry",53,4197,0.679162479549879,0.450615449312554
"1707","Performing Arts","Communications",321,27081,4.38227283981183,1.62804371254387
"1708","Performing Arts","Computer Science",146,13379,2.16500233831256,0.739341682171872
"1711","Performing Arts","Criminal Justice",56,5085,0.82285947307866,0.681993081893454
"1712","Performing Arts","Economics",151,13751,2.22519972749354,0.94683371044278
"1713","Performing Arts","Education",484,43189,6.98888451972354,0.502089156896224
"1714","Performing Arts","Engineering",414,35852,5.80160429278586,0.599132072094624
"1715","Performing Arts","English",469,42237,6.83483098612062,1.9940702258973
"1716","Performing Arts","Environmental Science",74,6568,1.06283992510927,0.982905483421734
"1717","Performing Arts","Ethnic and Cultural Studies",51,3962,0.641134558965123,1.48686629022186
"1719","Performing Arts","Finance",99,8922,1.44376641471147,0.768001737902814
"1720","Performing Arts","Fine Arts",347,33419,5.40789394902964,2.3900595160696
"1721","Performing Arts","Foreign Languages",74,7112,1.15087051573951,1.20311551098296
"1723","Performing Arts","History",204,18200,2.94514108358537,1.21406495978141
"1726","Performing Arts","Journalism",84,7734,1.25152313958512,1.39833067719053
"1728","Performing Arts","Liberal Arts",87,7759,1.25556866305159,0.916886498384495
"1731","Performing Arts","Marketing",90,8824,1.42790796272293,0.690477704390655
"1732","Performing Arts","Math and Stats",97,8424,1.36317958725951,0.778920091900751
"1733","Performing Arts","Medical Sciences",117,9812,1.58778705011756,0.468822117614916
"1734","Performing Arts","Music",170,16943,2.74173216369159,3.51111495772068
"1735","Performing Arts","Nursing",77,6935,1.12222820959695,0.325206957433059
"1736","Performing Arts","Performing Arts",1042,94294,15.2587435898681,37.6797161961167
"1737","Performing Arts","Philosophy and Religious Studies",137,11680,1.89006856353171,1.37411638452633
"1738","Performing Arts","Physical Education",48,4205,0.680457047059147,0.941597577899732
"1739","Performing Arts","Physics and Astronomy",52,4226,0.683855286770976,0.939115257637552
"1740","Performing Arts","Policy Studies",46,3969,0.642267305535733,0.595441348512407
"1741","Performing Arts","Political Science",213,20624,3.33739503889366,1.33805274182125
"1742","Performing Arts","Psychology",298,27346,4.42515538855635,1.02123896129521
"1743","Performing Arts","Social Science",206,18658,3.01925507349098,1.03574751559996
"1745","Philosophy and Religious Studies","Accounting",397,37662,1.78035399083493,0.477021180708539
"1746","Philosophy and Religious Studies","Agriculture",98,8311,0.392876693160986,0.355562631253614
"1747","Philosophy and Religious Studies","Architecture",114,10426,0.492856744422626,0.631785500646712
"1748","Philosophy and Religious Studies","Art History",86,7240,0.342248496990199,1.38137689202654
"1749","Philosophy and Religious Studies","Biology",882,82298,3.89038215542809,0.724266991523002
"1750","Philosophy and Religious Studies","Business",1387,126440,5.97705800544761,0.524008199076712
"1751","Philosophy and Religious Studies","Chemistry",207,18577,0.878169934887696,0.582654260300386
"1752","Philosophy and Religious Studies","Communications",531,50322,2.37881614164928,0.883746045054417
"1753","Philosophy and Religious Studies","Computer Science",296,27335,1.2921771637054,0.441274565494075
"1756","Philosophy and Religious Studies","Criminal Justice",146,13458,0.636185120510234,0.527275722044523
"1757","Philosophy and Religious Studies","Economics",354,29919,1.41432773224444,0.601803625751895
"1758","Philosophy and Religious Studies","Education",4428,389488,18.4118346126683,1.32272604308364
"1759","Philosophy and Religious Studies","Engineering",800,72770,3.43997556988629,0.355246574712058
"1760","Philosophy and Religious Studies","English",1332,111681,5.27937215364121,1.54026317792435
"1761","Philosophy and Religious Studies","Environmental Science",131,11516,0.544383106538553,0.503440907448085
"1762","Philosophy and Religious Studies","Ethnic and Cultural Studies",174,15477,0.731627070154324,1.69672900511496
"1763","Philosophy and Religious Studies","Family Studies",297,25695,1.21465126107226,1.33490509469773
"1764","Philosophy and Religious Studies","Finance",176,16347,0.772753616063367,0.41106114686913
"1765","Philosophy and Religious Studies","Fine Arts",532,47274,2.23473141529208,0.987656210052514
"1766","Philosophy and Religious Studies","Foreign Languages",417,34228,1.61802231422383,1.69147312367039
"1767","Philosophy and Religious Studies","General Science",147,15130,0.715223723682556,0.709846043055001
"1768","Philosophy and Religious Studies","History",714,60958,2.88159998336029,1.18787168020346
"1770","Philosophy and Religious Studies","Journalism",163,15000,0.709078377742124,0.792255579204838
"1772","Philosophy and Religious Studies","Liberal Arts",349,30682,1.45039618572559,1.05916003796755
"1774","Philosophy and Religious Studies","Linguistics",71,7243,0.342390312665747,1.62681205436431
"1775","Philosophy and Religious Studies","Marketing",210,19409,0.917500148906459,0.443665392186469
"1776","Philosophy and Religious Studies","Math and Stats",317,27147,1.2832900480377,0.733271002167957
"1778","Philosophy and Religious Studies","Medical Sciences",611,57359,2.71146844459403,0.800608752688542
"1780","Philosophy and Religious Studies","Music",404,35429,1.67479585633505,2.14477610748635
"1781","Philosophy and Religious Studies","Nursing",997,94190,4.45253949330205,1.29028741132999
"1782","Philosophy and Religious Studies","Performing Arts",137,11828,0.55913193679559,1.38071238570128
"1783","Philosophy and Religious Studies","Philosophy and Religious Studies",3412,299094,14.1387392208269,10.2791349366387
"1784","Philosophy and Religious Studies","Physical Education",103,8559,0.404600122339656,0.559874428770649
"1785","Philosophy and Religious Studies","Physics and Astronomy",129,10352,0.489358624425765,0.672019545240275
"1786","Philosophy and Religious Studies","Policy Studies",390,35363,1.67167591147298,1.54979867683724
"1787","Philosophy and Religious Studies","Political Science",505,45568,2.15408556779687,0.863631868094361
"1788","Philosophy and Religious Studies","Psychology",1339,122544,5.79288671480206,1.33688467472451
"1789","Philosophy and Religious Studies","Social Science",852,72940,3.4480117915007,1.18283148086494
"1791","Physical Education","Accounting",296,31474,2.84510734463277,0.762306990846838
"1792","Physical Education","Agriculture",161,12551,1.13455367231638,1.02679798913835
"1793","Physical Education","Architecture",62,5665,0.512090395480226,0.656440887869385
"1795","Physical Education","Biology",686,62393,5.64004519774011,1.04999931220234
"1796","Physical Education","Business",1270,124384,11.2437514124294,0.985738667479684
"1797","Physical Education","Chemistry",86,8420,0.761129943502825,0.50499974876958
"1798","Physical Education","Communications",414,37471,3.38720903954802,1.2583707850976
"1799","Physical Education","Computer Science",192,19921,1.80076836158192,0.614956864853371
"1800","Physical Education","Construction",37,3518,0.318011299435028,2.03773635565478
"1802","Physical Education","Criminal Justice",206,18690,1.68949152542373,1.40026560538505
"1803","Physical Education","Economics",177,16393,1.48185310734463,0.630535850404802
"1804","Physical Education","Education",1904,173557,15.6887683615819,1.12709842872487
"1805","Physical Education","Engineering",688,62380,5.63887005649717,0.582326519936937
"1806","Physical Education","English",246,21787,1.96944632768362,0.574588256843883
"1807","Physical Education","Environmental Science",153,13526,1.22268926553672,1.13073249277355
"1808","Physical Education","Ethnic and Cultural Studies",41,4379,0.395841807909604,0.918003534173236
"1809","Physical Education","Family Studies",179,16889,1.52668926553672,1.67783579325995
"1810","Physical Education","Finance",208,20281,1.83331073446328,0.975217614292306
"1811","Physical Education","Fine Arts",214,21833,1.97360451977401,0.872249606078177
"1812","Physical Education","Foreign Languages",74,7500,0.677966101694915,0.708742796395621
"1813","Physical Education","General Science",72,7425,0.671186440677966,0.666139852737445
"1814","Physical Education","History",226,19139,1.7300790960452,0.713184289497058
"1815","Physical Education","Interdisciplinary",31,2628,0.237559322033898,3.4259355708908
"1816","Physical Education","Journalism",115,10488,0.948067796610169,1.05927920525355
"1818","Physical Education","Liberal Arts",162,16431,1.48528813559322,1.08464012205821
"1821","Physical Education","Marketing",333,34053,3.07823728813559,1.48850907574604
"1822","Physical Education","Math and Stats",118,10378,0.938124293785311,0.53604356429109
"1824","Physical Education","Medical Sciences",526,49038,4.43281355932203,1.30886652080729
"1825","Physical Education","Music",46,4789,0.43290395480226,0.554385224251354
"1826","Physical Education","Nursing",366,34174,3.08917514124294,0.895202403369253
"1827","Physical Education","Performing Arts",48,4093,0.369988700564972,0.913644849559672
"1828","Physical Education","Philosophy and Religious Studies",103,8338,0.753717514124294,0.547967066839475
"1829","Physical Education","Physical Education",894,85976,7.7718418079096,10.7544600217492
"1830","Physical Education","Physics and Astronomy",35,3523,0.318463276836158,0.437334833886065
"1831","Physical Education","Policy Studies",142,13585,1.22802259887006,1.13849120315521
"1832","Physical Education","Political Science",232,20969,1.89550282485876,0.759958885981555
"1833","Physical Education","Psychology",594,57061,5.15805649717514,1.19037813404108
"1834","Physical Education","Social Science",383,33089,2.99109604519774,1.02608764444242
"1835","Physical Education","Transportation",32,2645,0.23909604519774,1.07935522544683
"1836","Physics and Astronomy","Accounting",268,25780,2.29465793308108,0.614821809866069
"1837","Physics and Astronomy","Agriculture",68,5523,0.491597973793903,0.444907723972977
"1838","Physics and Astronomy","Architecture",65,5070,0.451276792890655,0.578484859835011
"1839","Physics and Astronomy","Art History",48,4223,0.375885975616812,1.51714393032048
"1840","Physics and Astronomy","Biology",1030,94907,8.44759893153321,1.57267772504672
"1841","Physics and Astronomy","Business",595,55909,4.97641700467921,0.436282082259322
"1842","Physics and Astronomy","Chemistry",369,31961,2.84482397979847,1.88750357237795
"1843","Physics and Astronomy","Communications",176,18068,1.60821875620283,0.59746410854449
"1844","Physics and Astronomy","Computer Science",368,36694,3.26610466239244,1.11536505040178
"1847","Physics and Astronomy","Criminal Justice",36,3258,0.289992069277663,0.240347964632789
"1848","Physics and Astronomy","Economics",247,22525,2.00493289149152,0.85310900214775
"1849","Physics and Astronomy","Education",1458,122655,10.9174270280085,0.784320134638579
"1850","Physics and Astronomy","Engineering",1073,104099,9.26577176787461,0.956876956427282
"1851","Physics and Astronomy","English",704,61723,5.49391666421891,1.60285694163484
"1852","Physics and Astronomy","Environmental Science",156,13682,1.2178242761992,1.1262333817344
"1853","Physics and Astronomy","Ethnic and Cultural Studies",75,7613,0.677627263170918,1.5714971391406
"1854","Physics and Astronomy","Family Studies",142,12090,1.07612158304695,1.18266130791175
"1855","Physics and Astronomy","Finance",82,7704,0.685727103043315,0.364767978001322
"1856","Physics and Astronomy","Fine Arts",286,24776,2.20529266679662,0.974645864059405
"1857","Physics and Astronomy","Foreign Languages",334,29683,2.64206095530046,2.76199901645202
"1858","Physics and Astronomy","General Science",84,10078,0.897035013560556,0.890290331866579
"1859","Physics and Astronomy","History",318,27640,2.46021509970369,1.01416564606877
"1861","Physics and Astronomy","Journalism",74,6267,0.557820840442946,0.623254975749516
"1863","Physics and Astronomy","Liberal Arts",119,11479,1.02173694390371,0.746129332756606
"1865","Physics and Astronomy","Linguistics",75,6666,0.593335522960376,2.81913752720879
"1866","Physics and Astronomy","Marketing",80,7373,0.65626504812284,0.317342819475718
"1867","Physics and Astronomy","Math and Stats",454,40752,3.6273041151637,2.07263895085899
"1869","Physics and Astronomy","Medical Sciences",385,35947,3.1996147680553,0.944742764522225
"1870","Physics and Astronomy","Music",135,11524,1.02574235922523,1.31358501814266
"1871","Physics and Astronomy","Nursing",416,37363,3.32565183683896,0.963730336795346
"1872","Physics and Astronomy","Performing Arts",52,4419,0.393331784572742,0.971287969708359
"1873","Physics and Astronomy","Philosophy and Religious Studies",129,10856,0.966284194008077,0.702507131395157
"1874","Physics and Astronomy","Physical Education",35,3552,0.316160782711559,0.437494571305522
"1875","Physics and Astronomy","Physics and Astronomy",1116,100822,8.97408852323897,12.3238116357325
"1876","Physics and Astronomy","Policy Studies",120,10965,0.975986200009079,0.90482971662655
"1877","Physics and Astronomy","Political Science",223,20964,1.86598948444964,0.74812591786657
"1878","Physics and Astronomy","Psychology",563,48614,4.327094676447,0.998608637036605
"1879","Physics and Astronomy","Social Science",417,36355,3.23593053363703,1.1100776495867
"1881","Policy Studies","Accounting",658,64080,3.91126172371404,1.04796844745508
"1882","Policy Studies","Agriculture",229,17316,1.0569196006216,0.956537397673544
"1883","Policy Studies","Architecture",149,13252,0.808864549979064,1.03687108867111
"1885","Policy Studies","Biology",747,68051,4.15364031773508,0.773277366250821
"1886","Policy Studies","Business",2240,213375,13.0238057162529,1.14179638598409
"1887","Policy Studies","Chemistry",215,19579,1.19504671174465,0.792898077933661
"1888","Policy Studies","Communications",420,39918,2.43648167114883,0.905169349519373
"1889","Policy Studies","Computer Science",482,51221,3.12638478074839,1.06765108993752
"1890","Policy Studies","Construction",39,4315,0.263375379803778,1.68764326225238
"1892","Policy Studies","Criminal Justice",475,44218,2.69894149343301,2.23690568127196
"1893","Policy Studies","Economics",384,33979,2.07398193055679,0.882489696410003
"1894","Policy Studies","Education",1988,176689,10.784596171993,0.77477748188202
"1895","Policy Studies","Engineering",1652,153901,9.39368118822276,0.97008612827175
"1896","Policy Studies","English",471,40578,2.47676620201105,0.722599481554811
"1897","Policy Studies","Environmental Science",226,18668,1.13944185172119,1.05374636807142
"1898","Policy Studies","Ethnic and Cultural Studies",65,5525,0.337230353051187,0.782076827234147
"1899","Policy Studies","Family Studies",100,9452,0.576923311681415,0.634040438298597
"1900","Policy Studies","Finance",304,28946,1.76678186414835,0.939827954457585
"1901","Policy Studies","Fine Arts",271,25999,1.58690533013173,0.701344626271969
"1902","Policy Studies","Foreign Languages",134,12139,0.740930182025042,0.774565191212313
"1903","Policy Studies","General Science",154,15213,0.928558436374246,0.921576712272653
"1904","Policy Studies","History",489,44408,2.71053855534789,1.11735581488999
"1906","Policy Studies","Journalism",150,13730,0.83804031627019,0.936345125268935
"1908","Policy Studies","Liberal Arts",222,23005,1.40416004922037,1.02539593249879
"1911","Policy Studies","Marketing",325,29879,1.82372954186722,0.881880978206137
"1912","Policy Studies","Math and Stats",263,23588,1.43974471814867,0.822669278975372
"1914","Policy Studies","Medical Sciences",502,45991,2.80716039224926,0.828863503532834
"1916","Policy Studies","Music",107,10684,0.652121102624232,0.835118876846921
"1917","Policy Studies","Nursing",381,37193,2.27015538842223,0.657861148047853
"1918","Policy Studies","Performing Arts",46,4096,0.250008240017676,0.617366704112002
"1919","Policy Studies","Philosophy and Religious Studies",390,33488,2.04401268108202,1.48603662272902
"1920","Policy Studies","Physical Education",142,13555,0.827358811874903,1.14487622602755
"1921","Policy Studies","Physics and Astronomy",120,10646,0.649801690241256,0.892350605323698
"1922","Policy Studies","Policy Studies",800,76113,4.64572196593394,4.30701512048606
"1923","Policy Studies","Political Science",541,51556,3.14683223201937,1.26165083415384
"1924","Policy Studies","Psychology",963,89107,5.43883892657595,1.2551773420393
"1925","Policy Studies","Social Science",664,59413,3.62640126078374,1.2440273598352
"1926","Policy Studies","Transportation",56,5220,0.318614016819402,1.4383247139246
"1927","Political Science","Accounting",1065,96380,2.52496275955009,0.676528842862361
"1928","Political Science","Agriculture",238,20015,0.524352870226136,0.47455167697515
"1929","Political Science","Architecture",264,24048,0.630009384121814,0.807599458810512
"1930","Political Science","Art History",227,20097,0.52650110581737,2.12505373483464
"1931","Political Science","Biology",1886,171489,4.49266796713514,0.836393736211935
"1932","Political Science","Business",3776,353417,9.25881680423234,0.811719749373496
"1933","Political Science","Chemistry",387,34691,0.908834645066944,0.602999888288584
"1934","Political Science","Communications",1416,137316,3.59740388348599,1.3364596326336
"1935","Political Science","Computer Science",668,64173,1.68120393410052,0.574126117866903
"1936","Political Science","Construction",35,2903,0.0760527795286771,0.487327069052625
"1938","Political Science","Criminal Justice",447,42746,1.11985949491314,0.928148840350171
"1939","Political Science","Economics",1538,138920,3.63942546749012,1.54859350918039
"1940","Political Science","Education",5023,445881,11.6811882153035,0.839189489975097
"1941","Political Science","Engineering",2232,199293,5.22107702053346,0.539181006076179
"1942","Political Science","English",2529,220913,5.78747767275875,1.68850371908766
"1943","Political Science","Environmental Science",356,29930,0.784105990800312,0.725134627021831
"1944","Political Science","Ethnic and Cultural Studies",397,34846,0.912895334294276,2.11711120889743
"1945","Political Science","Family Studies",463,38514,1.00898958000946,1.10888303841932
"1946","Political Science","Finance",659,61011,1.59836587386294,0.850240181445448
"1947","Political Science","Fine Arts",955,86855,2.27542685703178,1.0056421140044
"1948","Political Science","Foreign Languages",744,61788,1.61872171598963,1.6922049006095
"1949","Political Science","General Science",217,21272,0.557283749960048,0.553093569611927
"1950","Political Science","History",1875,164157,4.30058426768483,1.77281438851198
"1953","Political Science","Journalism",563,49905,1.30741094122585,1.46077451952249
"1954","Political Science","Law",75,8027,0.21029130598577,1.69625829609555
"1955","Political Science","Liberal Arts",565,52084,1.36449637236363,0.996431067905985
"1956","Political Science","Library Science",30,2359,0.0618010702404924,0.809196314371707
"1957","Political Science","Linguistics",117,10208,0.267429133113585,1.27064605383914
"1958","Political Science","Marketing",763,72706,1.9047514255639,0.921059408530384
"1959","Political Science","Math and Stats",621,52437,1.37374426460394,0.784956354060436
"1961","Political Science","Medical Sciences",1137,104934,2.74906040890879,0.81170845374755
"1963","Political Science","Music",246,22005,0.576486880306076,0.738260259398083
"1964","Political Science","Nursing",1341,123409,3.23306836681175,0.936900707747611
"1965","Political Science","Performing Arts",213,20111,0.52686787774758,1.30104012158566
"1966","Political Science","Philosophy and Religious Studies",505,45237,1.18511870049561,0.861604224773516
"1967","Political Science","Physical Education",232,21281,0.557519531915183,0.771480065355885
"1968","Political Science","Physics and Astronomy",223,20469,0.536246759962967,0.736409517831203
"1969","Political Science","Policy Studies",541,51001,1.33612394376234,1.23871085502841
"1970","Political Science","Political Science",3294,290446,7.60910286013991,3.05069706521114
"1971","Political Science","Psychology",2451,222429,5.82719383320156,1.34480205728968
"1972","Political Science","Social Science",1933,167715,4.39379673394836,1.5072805466251
"1973","Political Science","Transportation",60,5409,0.141704955036381,0.639701342648739
"1974","Psychology","Accounting",2075,188029,2.84688182039098,0.762782577497446
"1975","Psychology","Agriculture",577,48914,0.740589894976861,0.670251235371939
"1976","Psychology","Architecture",549,45289,0.685705028286525,0.878994800559582
"1977","Psychology","Art History",166,15380,0.232863241295828,0.939878022791494
"1978","Psychology","Biology",4159,371668,5.62729617463835,1.04762584865173
"1979","Psychology","Business",7768,741690,11.2296708346361,0.984504275000474
"1980","Psychology","Chemistry",1023,91276,1.38197823228335,0.916924355231723
"1981","Psychology","Communications",1920,184806,2.79808349615844,1.0395065381198
"1982","Psychology","Computer Science",1890,178547,2.70331814978194,0.923174979776232
"1983","Psychology","Construction",116,9939,0.150482948975243,0.964256541306435
"1985","Psychology","Criminal Justice",1169,115888,1.7546199809682,1.45424425597796
"1986","Psychology","Economics",2046,184066,2.78687941302717,1.18583092941087
"1987","Psychology","Education",7330,646578,9.78961305790467,0.70329652548444
"1988","Psychology","Engineering",6534,599001,9.06926621582849,0.936583767343879
"1989","Psychology","English",2719,238488,3.61086402406758,1.05347394722187
"1990","Psychology","Environmental Science",839,73108,1.10690285075783,1.02365457483343
"1991","Psychology","Ethnic and Cultural Studies",348,29756,0.450525267100043,1.04482098058986
"1992","Psychology","Family Studies",523,46513,0.704237187411758,0.773958796523171
"1993","Psychology","Finance",1340,125230,1.89606396017403,1.00859865599755
"1994","Psychology","Fine Arts",1503,137005,2.07434514783712,0.916772408420245
"1995","Psychology","Foreign Languages",629,53553,0.810827383687612,0.847635418452619
"1996","Psychology","General Science",454,44814,0.678513218168481,0.67341156365566
"1997","Psychology","History",2330,204885,3.10209266533782,1.27876472239637
"1999","Psychology","Interdisciplinary",57,5014,0.0759152335407855,1.09480322104568
"2000","Psychology","Journalism",628,60154,0.910770833349105,1.01760714707549
"2001","Psychology","Law",90,9479,0.1435182486504,1.1576510173778
"2002","Psychology","Liberal Arts",824,74342,1.12558641641186,0.821965663512408
"2003","Psychology","Library Science",39,3189,0.0482835420346161,0.632203659464454
"2004","Psychology","Linguistics",123,10924,0.165396492062134,0.785854680899742
"2005","Psychology","Marketing",1221,115820,1.75359041657235,0.847964152902294
"2006","Psychology","Math and Stats",1260,109622,1.65974865002154,0.948379409624686
"2008","Psychology","Medical Sciences",1995,182975,2.77036096073499,0.817997949710998
"2010","Psychology","Music",476,43875,0.664296145114073,0.850710417015781
"2011","Psychology","Nursing",1686,151946,2.30056164251859,0.666672697888587
"2012","Psychology","Performing Arts",298,27593,0.417776034920402,1.0316501305841
"2013","Psychology","Philosophy and Religious Studies",1339,120439,1.8235250922255,1.32573762126852
"2014","Psychology","Physical Education",594,56009,0.84801282716112,1.17345666002109
"2015","Psychology","Physics and Astronomy",563,48287,0.731096705621043,1.00399026779271
"2016","Psychology","Policy Studies",963,88675,1.34259739414223,1.24471192630967
"2017","Psychology","Political Science",2451,220920,3.34487303427011,1.34105087611562
"2018","Psychology","Psychology",6840,626539,9.48620951484049,2.18923116750222
"2019","Psychology","Social Science",2831,251598,3.8093579833256,1.30679027923473
"2020","Psychology","Transportation",189,16944,0.256543222400293,1.1581174234318
"2021","Social Science","Accounting",1287,116988,2.63307627071341,0.705496222894614
"2022","Social Science","Agriculture",432,33333,0.750233625087103,0.678979010134404
"2023","Social Science","Architecture",436,38560,0.867878936290124,1.1125207496159
"2024","Social Science","Art History",160,12708,0.286021927447482,1.15443615756833
"2025","Social Science","Biology",2572,227745,5.12590996746354,0.954283516250504
"2026","Social Science","Business",4812,440453,9.91337865990129,0.869105147809324
"2027","Social Science","Chemistry",635,56433,1.27015072644348,0.842728601122397
